id,name,age,active,city,score
198,user198,20,true,daejeon,92.03
199,user199,20,true,seoul,71.63
200,user200,30,false,busan,87.23
201,user201,61,true,busan,83.15
202,user202,42,true,incheon,98.48
203,user203,59,true,busan,53.01
204,user204,55,false,daegu,80.27
205,user205,53,true,seoul,95.25
206,user206,53,true,busan,85.58
207,user207,52,true,seoul,85.68
208,user208,65,true,seoul,62.58
209,user209,24,false,busan,92.73
210,user210,20,false,seoul,95.62
211,user211,50,true,incheon,54.96
212,user212,38,false,daejeon,51.66
213,user213,60,false,daegu,88.17
214,user214,46,false,daejeon,63.5
215,user215,34,true,seoul,65.09
216,user216,42,false,incheon,65.66
217,user217,26,false,daegu,90.35
218,user218,61,true,daegu,92.07
219,user219,50,true,incheon,96.15
220,user220,50,true,daejeon,74.06
221,user221,26,true,daegu,76.19
222,user222,53,true,daejeon,85.06
223,user223,52,false,incheon,87.16
224,user224,30,true,daejeon,66.21
225,user225,44,true,daejeon,53.24
226,user226,37,true,daejeon,65.68
227,user227,37,true,incheon,66.26
228,user228,65,true,seoul,76.31
229,user229,27,true,incheon,89.24
230,user230,54,false,incheon,73.98
231,user231,41,true,daegu,90.78
232,user232,23,true,seoul,56.73
233,user233,51,true,incheon,89.2
234,user234,62,true,incheon,68.08
235,user235,59,true,incheon,73.23
236,user236,39,true,busan,51.45
237,user237,34,true,daejeon,56.67
238,user238,25,false,daegu,96.96
239,user239,57,false,seoul,98.93
240,user240,61,false,seoul,60.22
241,user241,22,true,daejeon,82.05
242,user242,22,true,busan,82.16
243,user243,29,true,daegu,51.09
244,user244,41,true,daegu,85.51
245,user245,36,false,busan,79.9
246,user246,33,true,incheon,77.22
247,user247,30,true,seoul,90.7
248,user248,34,true,seoul,87.34
249,user249,42,true,daegu,53.82
250,user250,57,true,daejeon,79.23
251,user251,20,true,daegu,50.32
252,user252,37,true,seoul,77.04
253,user253,37,true,incheon,98.54
254,user254,52,true,daejeon,64.13
255,user255,44,true,daejeon,70.42
256,user256,58,true,daegu,65.1
257,user257,50,true,busan,77.5
258,user258,28,false,seoul,99.73
259,user259,65,true,seoul,68.42
260,user260,43,false,seoul,94.94
261,user261,23,true,daegu,63.44
262,user262,35,true,incheon,81.79
263,user263,48,true,daegu,72.81
264,user264,25,true,busan,70.76
265,user265,19,true,incheon,68.39
266,user266,26,true,incheon,97.48
267,user267,44,false,daejeon,64.36
268,user268,44,true,daegu,66.8
269,user269,49,false,daegu,97.47
270,user270,43,true,seoul,53.22
271,user271,31,true,busan,86.51
272,user272,24,false,daegu,88.74
273,user273,24,true,busan,91.72
274,user274,23,true,seoul,77.48
275,user275,52,true,seoul,97.31
276,user276,24,true,daegu,91.75
277,user277,65,false,incheon,84.23
278,user278,29,true,seoul,89.32
279,user279,61,true,daegu,56.19
280,user280,46,false,daejeon,74.9
281,user281,43,false,daegu,55.29
282,user282,42,true,busan,58.36
283,user283,34,true,daejeon,64.43
284,user284,49,true,daejeon,95.65
285,user285,57,true,daegu,55.14
286,user286,64,true,incheon,52.82
287,user287,58,true,seoul,61.43
288,user288,35,false,busan,70.58
289,user289,26,false,daegu,78.04
290,user290,56,true,seoul,76.64
291,user291,56,true,daegu,63.51
292,user292,48,true,incheon,74.57
293,user293,49,true,daegu,62.08
294,user294,29,true,busan,86.96
295,user295,55,true,daejeon,57.47
296,user296,50,true,busan,82.25
297,user297,31,true,daegu,74.02
298,user298,25,false,busan,84.92
299,user299,32,false,daejeon,91.45
300,user300,21,true,seoul,61.31
301,user301,30,true,incheon,71.11
302,user302,18,true,incheon,91.11
303,user303,32,false,busan,64.01
304,user304,58,true,incheon,63.45
305,user305,64,true,seoul,56.08
306,user306,40,false,incheon,94.93
307,user307,27,true,seoul,67.35
308,user308,23,true,seoul,65.0
309,user309,33,false,seoul,68.09
310,user310,23,false,daegu,68.6
311,user311,64,true,busan,54.69
312,user312,39,false,daejeon,94.41
313,user313,25,true,busan,80.31
314,user314,35,true,daejeon,81.03
315,user315,51,true,daegu,76.79
316,user316,43,true,busan,81.64
317,user317,53,false,daejeon,75.43
318,user318,29,false,daegu,63.72
319,user319,19,false,incheon,97.24
320,user320,34,true,daegu,85.44
321,user321,65,true,daejeon,68.16
322,user322,53,true,daejeon,84.23
323,user323,19,true,daegu,84.12
324,user324,27,false,daejeon,57.1
325,user325,31,true,incheon,68.25
326,user326,36,false,daegu,91.66
327,user327,43,false,daejeon,57.26
328,user328,36,true,daejeon,97.66
329,user329,52,true,busan,68.98
330,user330,53,true,seoul,72.98
331,user331,45,true,daegu,63.8
332,user332,41,true,daejeon,73.1
333,user333,24,true,seoul,82.3
334,user334,62,false,seoul,91.59
335,user335,55,false,daejeon,88.16
336,user336,53,false,daejeon,95.45
337,user337,59,true,daegu,90.99
338,user338,33,true,daejeon,61.99
339,user339,53,true,busan,55.82
340,user340,20,true,incheon,71.12
341,user341,64,true,seoul,80.85
342,user342,44,true,incheon,87.7
343,user343,39,true,busan,81.75
344,user344,51,false,incheon,83.65
345,user345,50,false,daegu,94.72
346,user346,63,false,daejeon,51.08
347,user347,31,true,busan,69.86
348,user348,32,false,incheon,98.74
349,user349,39,true,daegu,87.15
350,user350,41,true,busan,71.6
351,user351,43,true,daejeon,74.41
352,user352,35,true,busan,50.6
353,user353,44,false,seoul,82.62
354,user354,29,true,daegu,83.36
355,user355,36,true,busan,98.61
356,user356,24,true,seoul,73.22
357,user357,58,true,busan,76.89
358,user358,43,true,daejeon,90.19
359,user359,45,true,busan,67.12
360,user360,33,false,daejeon,96.77
361,user361,28,false,daejeon,51.08
362,user362,31,true,seoul,96.79
363,user363,64,false,daejeon,84.53
364,user364,59,true,seoul,62.4
365,user365,47,false,seoul,69.35
366,user366,53,false,daegu,52.25
367,user367,51,false,seoul,51.04
368,user368,37,true,daegu,58.33
369,user369,26,true,incheon,88.53
370,user370,58,true,daejeon,90.15
371,user371,53,false,daegu,84.93
372,user372,30,true,incheon,68.0
373,user373,27,false,incheon,92.24
374,user374,64,true,incheon,66.81
375,user375,27,false,incheon,67.47
376,user376,35,true,seoul,57.45
377,user377,26,true,busan,59.83
378,user378,55,true,busan,77.15
379,user379,63,true,daejeon,56.96
380,user380,47,true,busan,54.13
381,user381,22,false,seoul,51.51
382,user382,43,true,busan,79.55
383,user383,26,true,daejeon,53.71
384,user384,33,true,busan,64.28
385,user385,60,true,daegu,67.84
386,user386,29,false,busan,67.39
387,user387,52,false,daejeon,91.37
388,user388,31,true,seoul,64.51
389,user389,57,true,daejeon,68.63
390,user390,46,false,seoul,52.6
391,user391,38,false,busan,97.83
392,user392,58,true,seoul,92.7
393,user393,58,true,busan,75.21
394,user394,43,false,busan,90.96
395,user395,42,true,daejeon,56.7
396,user396,63,true,seoul,85.89
397,user397,30,true,daejeon,68.9
398,user398,48,true,busan,63.38
399,user399,58,false,daejeon,75.14
400,user400,44,true,daegu,69.93
401,user401,49,false,busan,59.33
402,user402,19,true,seoul,74.42
403,user403,43,true,daejeon,91.12
404,user404,39,true,seoul,53.86
405,user405,65,false,daegu,91.69
406,user406,30,true,daejeon,75.1
407,user407,50,true,incheon,59.85
408,user408,41,true,daejeon,99.07
409,user409,22,true,seoul,72.92
410,user410,57,false,busan,92.69
411,user411,36,true,daejeon,75.05
412,user412,54,true,daegu,89.83
413,user413,54,true,daegu,63.4
414,user414,40,true,seoul,77.61
415,user415,48,false,incheon,79.43
416,user416,38,true,daejeon,79.47
417,user417,35,false,daejeon,89.36
418,user418,41,true,daejeon,89.54
419,user419,54,true,seoul,78.69
420,user420,18,false,incheon,66.83
421,user421,41,true,seoul,81.87
422,user422,55,false,seoul,92.36
423,user423,46,true,daejeon,50.17
424,user424,28,true,incheon,60.7
425,user425,55,false,seoul,70.2
426,user426,50,true,incheon,99.78
427,user427,34,true,seoul,85.55
428,user428,58,false,incheon,87.73
429,user429,43,true,daejeon,89.29
430,user430,23,false,busan,95.22
431,user431,35,true,busan,64.12
432,user432,64,true,busan,60.53
433,user433,35,true,seoul,86.88
434,user434,37,true,busan,91.1
435,user435,22,true,incheon,96.29
436,user436,51,false,daegu,90.71
437,user437,65,false,incheon,70.87
438,user438,28,true,seoul,85.34
439,user439,62,true,daejeon,71.23
440,user440,30,false,daejeon,56.5
441,user441,55,true,incheon,72.92
442,user442,21,true,daegu,66.75
443,user443,57,true,busan,96.28
444,user444,58,false,daegu,51.61
445,user445,34,true,seoul,50.46
446,user446,23,true,busan,51.76
447,user447,51,false,daegu,64.44
448,user448,49,true,incheon,69.6
449,user449,59,false,daejeon,59.08
450,user450,61,true,daejeon,71.31
451,user451,48,true,daegu,51.03
452,user452,24,true,daejeon,83.23
453,user453,45,true,daejeon,67.18
454,user454,22,true,busan,85.08
455,user455,49,true,daejeon,78.18
456,user456,53,true,daegu,80.0
457,user457,65,true,daegu,80.19
458,user458,28,true,daejeon,65.08
459,user459,43,true,incheon,62.77
460,user460,18,true,seoul,89.1
461,user461,47,true,busan,75.4
462,user462,31,true,incheon,84.81
463,user463,58,false,daegu,52.71
464,user464,25,true,seoul,62.79
465,user465,52,true,incheon,68.94
466,user466,38,true,daejeon,93.9
467,user467,21,false,seoul,66.43
468,user468,60,true,seoul,56.42
469,user469,62,false,daegu,80.37
470,user470,32,false,busan,87.78
471,user471,50,true,incheon,65.13
472,user472,42,true,daejeon,98.65
473,user473,22,true,daegu,96.88
474,user474,56,false,busan,81.49
475,user475,33,true,daegu,60.51
476,user476,27,true,incheon,87.19
477,user477,41,false,incheon,72.21
478,user478,28,true,seoul,99.6
479,user479,45,true,daejeon,74.48
480,user480,56,false,incheon,90.52
481,user481,60,false,seoul,92.1
482,user482,23,true,seoul,75.06
483,user483,56,true,incheon,71.84
484,user484,32,false,daejeon,75.76
485,user485,50,false,incheon,96.13
486,user486,22,false,seoul,71.15
487,user487,63,true,seoul,52.75
488,user488,20,true,incheon,89.26
489,user489,57,false,busan,73.45
490,user490,35,false,daejeon,76.08
491,user491,32,false,daegu,94.35
492,user492,33,true,daegu,51.77
493,user493,38,true,seoul,78.13
494,user494,50,true,busan,60.92
495,user495,29,true,seoul,52.94
496,user496,38,true,busan,53.14
497,user497,46,false,seoul,87.38
498,user498,40,false,seoul,72.13
499,user499,32,true,seoul,52.87
500,user500,21,true,seoul,54.37
501,user501,65,false,incheon,85.7
502,user502,51,true,busan,86.13
503,user503,64,false,busan,66.29
504,user504,40,true,daejeon,69.12
505,user505,61,true,daegu,96.59
506,user506,49,true,busan,80.25
507,user507,25,false,daegu,94.27
508,user508,52,true,incheon,87.74
509,user509,41,true,incheon,67.59
510,user510,43,true,daejeon,50.86
511,user511,26,true,incheon,78.34
512,user512,53,true,busan,58.35
513,user513,59,true,busan,58.06
514,user514,57,false,incheon,82.25
515,user515,28,false,daegu,65.49
516,user516,45,false,incheon,94.32
517,user517,24,true,incheon,53.46
518,user518,29,true,seoul,99.26
519,user519,64,true,incheon,86.77
520,user520,41,true,incheon,92.9
521,user521,50,true,incheon,67.1
522,user522,25,false,daegu,51.63
523,user523,35,true,busan,53.12
524,user524,37,true,daegu,62.22
525,user525,21,false,incheon,84.89
526,user526,18,false,busan,61.14
527,user527,50,true,busan,58.12
528,user528,22,true,daejeon,75.46
529,user529,52,true,daejeon,89.46
530,user530,46,true,daegu,59.14
531,user531,40,false,seoul,63.85
532,user532,32,true,busan,88.63
533,user533,19,false,incheon,59.2
534,user534,41,false,busan,83.9
535,user535,31,false,busan,80.08
536,user536,28,true,seoul,60.88
537,user537,48,true,seoul,92.66
538,user538,49,true,busan,74.41
539,user539,50,true,daejeon,83.49
540,user540,37,true,daejeon,54.48
541,user541,39,true,seoul,63.1
542,user542,60,true,incheon,50.95
543,user543,29,true,busan,65.65
544,user544,34,true,daegu,70.8
545,user545,18,false,incheon,52.43
546,user546,45,true,daejeon,60.87
547,user547,40,true,daejeon,74.71
548,user548,36,true,busan,66.13
549,user549,40,false,incheon,76.12
550,user550,54,true,busan,69.79
551,user551,46,false,daegu,98.55
552,user552,33,false,busan,53.95
553,user553,22,false,daejeon,73.58
554,user554,48,true,daejeon,89.75
555,user555,54,true,daegu,50.66
556,user556,53,true,daegu,58.27
557,user557,55,true,incheon,91.08
558,user558,46,false,daejeon,65.18
559,user559,23,true,incheon,59.76
560,user560,26,true,seoul,97.71
561,user561,54,true,busan,78.44
562,user562,48,false,busan,94.22
563,user563,57,false,busan,75.48
564,user564,43,true,seoul,65.74
565,user565,26,true,incheon,56.58
566,user566,65,true,incheon,61.71
567,user567,63,true,daegu,75.52
568,user568,37,false,daejeon,75.36
569,user569,37,true,busan,64.13
570,user570,27,true,incheon,55.95
571,user571,42,true,daejeon,86.73
572,user572,57,true,daegu,90.75
573,user573,46,true,busan,52.7
574,user574,64,false,daejeon,69.38
575,user575,46,true,daegu,72.45
576,user576,55,false,busan,97.34
577,user577,55,true,daegu,64.54
578,user578,40,true,busan,92.09
579,user579,35,false,seoul,77.82
580,user580,60,false,daejeon,61.49
581,user581,38,true,seoul,69.42
582,user582,65,true,daegu,73.27
583,user583,50,false,daegu,77.05
584,user584,45,true,daejeon,87.05
585,user585,48,true,incheon,57.3
586,user586,26,true,busan,89.35
587,user587,31,true,busan,55.17
588,user588,24,true,daegu,57.59
589,user589,41,true,incheon,69.9
590,user590,42,true,daegu,65.08
591,user591,63,true,daejeon,69.35
592,user592,36,false,daegu,58.99
593,user593,27,true,daejeon,56.17
594,user594,38,true,daegu,97.57
595,user595,53,true,incheon,86.18
596,user596,38,true,daegu,66.16
597,user597,62,true,daejeon,95.38
598,user598,28,false,busan,92.94
599,user599,33,false,incheon,95.27
600,user600,21,true,seoul,67.21
601,user601,41,true,daegu,60.46
602,user602,36,true,incheon,69.87
603,user603,62,true,busan,50.42
604,user604,59,true,incheon,80.21
605,user605,57,true,busan,61.7
606,user606,57,true,busan,85.54
607,user607,36,false,seoul,90.41
608,user608,23,true,busan,55.57
609,user609,64,true,busan,87.67
610,user610,27,true,incheon,77.11
611,user611,58,true,daejeon,98.67
612,user612,31,false,busan,98.5
613,user613,28,true,busan,55.99
614,user614,55,true,daegu,56.69
615,user615,39,true,incheon,79.73
616,user616,19,true,busan,61.32
617,user617,62,true,daegu,51.71
618,user618,59,false,daejeon,73.44
619,user619,27,false,busan,64.0
620,user620,65,true,seoul,69.18
621,user621,19,true,busan,85.95
622,user622,31,true,seoul,86.12
623,user623,37,false,daejeon,59.47
624,user624,24,true,seoul,93.35
625,user625,39,false,daejeon,76.14
626,user626,59,true,incheon,57.14
627,user627,41,true,daegu,70.57
628,user628,41,true,busan,59.78
629,user629,27,false,seoul,62.05
630,user630,43,true,daejeon,72.04
631,user631,24,false,daejeon,50.38
632,user632,45,true,incheon,70.77
633,user633,33,true,incheon,95.29
634,user634,39,true,seoul,75.32
635,user635,26,true,daejeon,68.2
636,user636,21,true,busan,81.78
637,user637,25,true,busan,90.26
638,user638,41,false,incheon,51.24
639,user639,58,false,seoul,87.51
640,user640,55,true,daegu,77.2
641,user641,50,false,daejeon,92.4
642,user642,63,true,daejeon,77.25
643,user643,44,false,daejeon,68.99
644,user644,64,true,seoul,53.36
645,user645,55,true,incheon,55.22
646,user646,40,false,busan,55.55
647,user647,59,true,seoul,75.62
648,user648,33,false,daegu,80.57
649,user649,54,true,incheon,69.6
650,user650,20,true,seoul,63.84
651,user651,57,true,busan,63.43
652,user652,38,true,daegu,72.08
653,user653,21,false,busan,87.26
654,user654,46,true,daejeon,79.5
655,user655,38,true,daegu,87.99
656,user656,60,true,daejeon,79.84
657,user657,48,true,busan,65.32
658,user658,22,true,daegu,98.64
659,user659,25,true,incheon,92.27
660,user660,37,true,daejeon,93.96
661,user661,26,false,busan,99.94
662,user662,20,true,daejeon,95.52
663,user663,52,true,seoul,76.89
664,user664,35,true,seoul,89.25
665,user665,36,false,incheon,86.24
666,user666,50,true,daejeon,70.07
667,user667,24,true,daejeon,80.99
668,user668,62,true,daegu,54.58
669,user669,49,true,daejeon,93.69
670,user670,20,false,seoul,80.86
671,user671,20,false,daejeon,65.26
672,user672,30,false,busan,61.4
673,user673,31,false,incheon,94.91
674,user674,54,true,daejeon,56.73
675,user675,54,true,seoul,92.8
676,user676,34,false,seoul,71.59
677,user677,36,true,daegu,71.83
678,user678,22,false,seoul,96.55
679,user679,45,true,daegu,67.74
680,user680,40,true,busan,99.52
681,user681,32,false,seoul,68.28
682,user682,46,true,busan,60.95
683,user683,27,true,daejeon,69.07
684,user684,48,true,daejeon,50.09
685,user685,37,false,incheon,99.8
686,user686,31,true,daegu,83.13
687,user687,42,true,seoul,56.59
688,user688,49,true,incheon,85.06
689,user689,45,false,incheon,54.92
690,user690,33,true,seoul,58.89
691,user691,40,true,daejeon,81.73
692,user692,57,true,daejeon,98.59
693,user693,19,true,busan,71.29
694,user694,21,false,daejeon,71.5
695,user695,24,false,incheon,73.94
696,user696,45,false,seoul,66.29
697,user697,27,true,daejeon,89.11
698,user698,61,true,seoul,78.08
699,user699,64,true,incheon,72.71
700,user700,24,false,seoul,70.32
701,user701,42,false,daejeon,85.94
702,user702,53,true,daegu,90.08
703,user703,32,true,daegu,90.16
704,user704,44,true,busan,83.64
705,user705,47,false,daejeon,51.98
706,user706,20,false,seoul,79.23
707,user707,40,true,daejeon,73.53
708,user708,40,true,busan,94.41
709,user709,40,true,busan,66.37
710,user710,32,true,busan,65.54
711,user711,37,true,incheon,85.7
712,user712,55,false,daegu,62.64
713,user713,60,true,busan,98.61
714,user714,28,false,daegu,60.13
715,user715,28,true,daejeon,53.7
716,user716,42,true,busan,57.92
717,user717,46,false,seoul,85.03
718,user718,37,true,incheon,75.58
719,user719,59,true,seoul,53.43
720,user720,32,false,daegu,85.74
721,user721,53,true,daejeon,97.65
722,user722,47,true,seoul,59.61
723,user723,33,true,daejeon,80.32
724,user724,37,false,incheon,63.28
725,user725,21,false,seoul,81.34
726,user726,46,false,seoul,65.78
727,user727,60,true,busan,83.65
728,user728,25,false,busan,81.82
729,user729,26,true,seoul,72.01
730,user730,64,false,busan,91.53
731,user731,29,true,seoul,61.2
732,user732,22,false,busan,66.02
733,user733,54,false,daejeon,63.05
734,user734,43,false,incheon,67.6
735,user735,52,true,daegu,76.5
736,user736,52,true,seoul,59.0
737,user737,48,true,busan,95.09
738,user738,31,true,daejeon,52.58
739,user739,38,false,incheon,69.84
740,user740,44,true,daejeon,73.74
741,user741,50,true,seoul,89.91
742,user742,20,false,daegu,77.3
743,user743,52,false,seoul,60.88
744,user744,37,true,incheon,95.48
745,user745,19,true,incheon,59.54
746,user746,51,true,busan,61.49
747,user747,31,true,seoul,82.89
748,user748,43,true,seoul,57.55
749,user749,24,true,seoul,85.41
750,user750,45,true,busan,97.09
751,user751,31,true,seoul,98.49
752,user752,60,true,busan,53.17
753,user753,39,true,daegu,75.61
754,user754,41,true,daejeon,62.4
755,user755,46,false,daegu,67.79
756,user756,54,false,daejeon,93.27
757,user757,29,true,daejeon,81.5
758,user758,40,false,daegu,93.77
759,user759,49,false,daegu,95.02
760,user760,58,true,busan,72.73
761,user761,50,false,incheon,83.84
762,user762,35,true,daejeon,88.37
763,user763,39,false,busan,71.49
764,user764,37,true,busan,74.46
765,user765,42,false,daejeon,62.74
766,user766,36,false,daejeon,54.22
767,user767,58,true,busan,60.95
768,user768,65,false,daegu,68.6
769,user769,58,true,daegu,93.29
770,user770,61,true,seoul,78.13
771,user771,54,false,seoul,52.96
772,user772,35,false,incheon,58.82
773,user773,48,true,incheon,50.85
774,user774,39,false,busan,67.29
775,user775,63,false,daegu,75.6
776,user776,43,false,busan,61.6
777,user777,43,false,incheon,50.23
778,user778,52,true,daejeon,58.13
779,user779,45,false,incheon,83.67
780,user780,46,false,seoul,80.26
781,user781,63,true,daegu,75.57
782,user782,35,true,daejeon,96.28
783,user783,23,true,daegu,58.1
784,user784,45,false,daejeon,75.44
785,user785,50,true,daejeon,58.6
786,user786,44,true,incheon,97.9
787,user787,63,true,daegu,77.57
788,user788,36,false,daejeon,77.24
789,user789,63,true,busan,63.24
790,user790,60,false,daegu,58.02
791,user791,55,false,seoul,57.97
792,user792,48,false,busan,55.65
793,user793,21,false,seoul,73.42
794,user794,64,true,seoul,52.89
795,user795,21,true,busan,67.79
796,user796,46,false,incheon,93.68
797,user797,59,true,seoul,61.46
798,user798,64,true,incheon,99.49
799,user799,45,true,daegu,79.35
800,user800,29,false,seoul,66.52
801,user801,40,true,seoul,81.56
802,user802,38,true,busan,57.27
803,user803,64,true,seoul,76.57
804,user804,48,true,busan,67.92
805,user805,51,true,busan,88.65
806,user806,37,false,busan,82.34
807,user807,45,true,seoul,76.61
808,user808,19,true,busan,60.67
809,user809,43,true,daejeon,63.64
810,user810,56,true,daegu,95.02
811,user811,23,true,seoul,88.85
812,user812,53,true,busan,54.54
813,user813,22,false,incheon,59.71
814,user814,47,true,daejeon,75.56
815,user815,62,true,incheon,77.84
816,user816,24,true,daegu,62.07
817,user817,64,true,busan,84.29
818,user818,19,true,daegu,81.87
819,user819,36,true,seoul,84.72
820,user820,46,true,seoul,88.1
821,user821,38,true,daegu,84.72
